phage_id,host_species,split
NC_048169,Gordonia_terrae,test
NC_048170,Escherichia_coli,test
NC_048172,Escherichia_coli,test
NC_048173,Erwinia_amylovora,test
NC_048174,Shigella_flexneri,test
NC_048175,Klebsiella_pneumoniae,test
NC_048176,Gordonia_terrae,test
NC_048177,Escherichia_coli,test
NC_048178,Escherichia_coli,test
NC_048179,Salmonella_enterica,test
NC_048180,Shigella_flexneri,test
NC_048182,Edwardsiella_tarda,test
NC_048185,Gordonia_terrae,test
NC_048186,Escherichia_coli,test
NC_048192,Staphylococcus_pseudintermedius,test
NC_048193,Escherichia_coli,test
NC_048195,Escherichia_coli,test
NC_048196,Escherichia_coli,test
NC_048202,Escherichia_coli,test
NC_048207,Gordonia_terrae,test
NC_048208,Escherichia_coli,test
NC_048625,Lacticaseibacillus_paracasei,test
NC_048627,Escherichia_coli,test
NC_048629,Clostridium_perfringens,test
NC_048632,Salmonella_enterica,test
NC_048633,Bacillus_cereus,test
NC_048634,Staphylococcus_aureus,test
NC_048635,Staphylococcus_aureus,test
NC_048638,Pseudomonas_aeruginosa,test
NC_048639,Pseudomonas_aeruginosa,test
NC_048640,Bacillus_thuringiensis,test
NC_048641,Bacillus_cereus,test
NC_048642,Clostridioides_difficile,test
NC_048643,Clostridioides_difficile,test
NC_048644,Staphylococcus_aureus,test
NC_048645,Cronobacter_sakazakii,test
NC_048646,Cronobacter_sakazakii,test
NC_048649,Salmonella_enterica,test
NC_048651,Aeribacillus_pallidus,test
NC_048652,Bacillus_subtilis,test
NC_048653,Pectobacterium_atrosepticum,test
NC_048654,Pectobacterium_atrosepticum,test
NC_048655,Salmonella_enterica,test
NC_048656,Klebsiella_pneumoniae,test
NC_048657,Staphylococcus_aureus,test
NC_048659,Pectobacterium_wasabiae,test
NC_048661,Clostridium_perfringens,test
NC_048664,Cronobacter_sakazakii,test
NC_048667,Bacillus_cereus,test
NC_048668,Serratia_marcescens,test
NC_048669,Rhodococcus_erythropolis,test
NC_048670,Klebsiella_pneumoniae,test
NC_048676,Pseudomonas_aeruginosa,test
NC_048677,Lactiplantibacillus_pentosus,test
NC_048678,Leptospira_biflexa,test
NC_048679,Leptospira_biflexa,test
NC_048680,Lacticaseibacillus_casei,test
NC_048681,Staphylococcus_aureus,test
NC_048682,Raoultella_ornithinolytica,test
NC_048683,Salmonella_enterica,test
NC_048684,Streptomyces_viridochromogenes,test
NC_048685,Streptomyces_lividans,test
NC_048686,Streptomyces_griseus,test
NC_048687,Pseudomonas_fluorescens,test
NC_048688,Paenibacillus_larvae,test
NC_048689,Paenibacillus_larvae,test
NC_048690,Paenibacillus_larvae,test
NC_048691,Paenibacillus_larvae,test
NC_048692,Paenibacillus_larvae,test
NC_048693,Paenibacillus_larvae,test
NC_048694,Klebsiella_pneumoniae,test
NC_048695,Gordonia_terrae,test
NC_048696,Mycolicibacterium_smegmatis,test
NC_048698,Bacillus_thuringiensis,test
NC_048699,Pseudomonas_aeruginosa,test
NC_048700,Klebsiella_pneumoniae,test
NC_048701,Anoxybacillus_caldiproteolyticus,test
NC_048702,Erwinia_amylovora,test
NC_048703,Xanthomonas_fragariae,test
NC_048704,Pectobacterium_atrosepticum,test
NC_048705,Mycolicibacterium_smegmatis,test
NC_048706,Streptomyces_scabiei,test
NC_048707,Clostridium_perfringens,test
NC_048708,Rhodococcus_erythropolis,test
NC_048709,Vibrio_coralliilyticus,test
NC_048710,Staphylococcus_aureus,test
NC_048711,Staphylococcus_aureus,test
NC_048712,Clostridium_perfringens,test
NC_048713,Staphylococcus_aureus,test
NC_048714,Paenibacillus_larvae,test
NC_048715,Paenibacillus_larvae,test
NC_048716,Paenibacillus_larvae,test
NC_048717,Paenibacillus_larvae,test
NC_048718,Paenibacillus_larvae,test
NC_048719,Streptomyces_griseus,test
NC_048720,Streptomyces_griseus,test
NC_048721,Streptomyces_griseus,test
NC_048722,Streptomyces_griseus,test
NC_048723,Streptomyces_griseus,test
NC_048724,Streptomyces_griseus,test
NC_048726,Bacillus_subtilis,test
NC_048727,Salmonella_enterica,test
NC_048728,Streptomyces_griseus,test
NC_048729,Mycolicibacterium_smegmatis,test
NC_048730,Streptomyces_lividans,test
NC_048731,Escherichia_coli,test
NC_048732,Klebsiella_pneumoniae,test
NC_048733,Microbacterium_paraoxydans,test
NC_048734,Mycolicibacterium_smegmatis,test
NC_048735,Alkalihalobacterium_bogoriense,test
NC_048736,Serratia_marcescens,test
NC_048737,Lacticaseibacillus_rhamnosus,test
NC_048738,Clostridium_perfringens,test
NC_048739,Arthrobacter_globiformis,test
NC_048740,Arthrobacter_globiformis,test
NC_048741,Proteus_mirabilis,test
NC_048742,Streptomyces_griseofuscus,test
NC_048743,Mycolicibacterium_smegmatis,test
NC_048745,Pseudomonas_aeruginosa,test
NC_048746,Gordonia_terrae,test
NC_048747,Vibrio_alginolyticus,test
NC_048748,Escherichia_coli,test
NC_048749,Gordonia_terrae,test
NC_048750,Gordonia_terrae,test
NC_048751,Pantoea_agglomerans,test
NC_048752,Levilactobacillus_brevis,test
NC_048753,Levilactobacillus_brevis,test
NC_048754,Levilactobacillus_brevis,test
NC_048755,Stenotrophomonas_maltophilia,test
NC_048756,Nodularia_spumigena,test
NC_048757,Nodularia_spumigena,test
NC_048758,Serratia_marcescens,test
NC_048759,Serratia_marcescens,test
NC_048760,Salmonella_enterica,test
NC_048761,Microbacterium_foliorum,test
NC_048762,Bacillus_thuringiensis,test
NC_048766,Pantoea_agglomerans,test
NC_048767,Pantoea_agglomerans,test
NC_048768,Gordonia_terrae,test
NC_048769,Aeromonas_hydrophila,test
NC_048770,Aeromonas_hydrophila,test
NC_048771,Aeromonas_hydrophila,test
NC_048772,Aeromonas_hydrophila,test
NC_048773,Aeromonas_hydrophila,test
NC_048774,Aeromonas_hydrophila,test
NC_048775,Aeromonas_hydrophila,test
NC_048776,Aeromonas_hydrophila,test
NC_048777,Microbacterium_foliorum,test
NC_048778,Microbacterium_foliorum,test
NC_048779,Vibrio_alginolyticus,test
NC_048780,Corynebacterium_xerosis,test
NC_048781,Salmonella_enterica,test
NC_048782,Rhodococcus_erythropolis,test
NC_048783,Gordonia_rubripertincta,test
NC_048784,Rhodococcus_erythropolis,test
NC_048787,Corynebacterium_xerosis,test
NC_048788,Mycolicibacterium_smegmatis,test
NC_048789,Corynebacterium_xerosis,test
NC_048790,Corynebacterium_xerosis,test
NC_048791,Corynebacterium_xerosis,test
NC_048792,Serratia_marcescens,test
NC_048793,Gordonia_rubripertincta,test
NC_048794,Salmonella_enterica,test
NC_048795,Salmonella_enterica,test
NC_048797,Priestia_megaterium,test
NC_048798,Klebsiella_pneumoniae,test
NC_048799,Escherichia_coli,test
NC_048800,Serratia_marcescens,test
NC_048801,Microbacterium_foliorum,test
NC_048802,Stenotrophomonas_maltophilia,test
NC_048803,Proteus_mirabilis,test
NC_048804,Stenotrophomonas_maltophilia,test
NC_048805,Klebsiella_pneumoniae,test
NC_048806,Pseudomonas_aeruginosa,test
NC_048807,Erwinia_pyrifoliae,test
NC_048808,Salmonella_enterica,test
NC_048809,Salmonella_enterica,test
NC_048810,Gordonia_rubripertincta,test
NC_048811,Salmonella_enterica,test
NC_048812,Gordonia_rubripertincta,test
NC_048813,Gordonia_rubripertincta,test
NC_048814,Gordonia_rubripertincta,test
NC_048815,Gordonia_rubripertincta,test
NC_048816,Gordonia_rubripertincta,test
NC_048817,Gordonia_terrae,test
NC_048818,Escherichia_coli,test
NC_048819,Salmonella_enterica,test
NC_048820,Gordonia_rubripertincta,test
NC_048821,Photobacterium_damselae,test
NC_048822,Gordonia_rubripertincta,test
NC_048823,Gordonia_rubripertincta,test
NC_048824,Mycolicibacterium_smegmatis,test
NC_048825,Gordonia_rubripertincta,test
NC_048826,Gordonia_rubripertincta,test
NC_048827,Vibrio_cholerae,test
NC_048828,Erwinia_amylovora,test
NC_048845,Escherichia_coli,test
NC_048848,Butyrivibrio_fibrisolvens,test
NC_048849,Enterobacter_cloacae,test
NC_048850,Mycolicibacterium_smegmatis,test
NC_048851,Gordonia_terrae,test
NC_048852,Salmonella_enterica,test
NC_048854,Streptomyces_lividans,test
NC_048858,Bifidobacterium_asteroides,test
NC_048859,Bifidobacterium_asteroides,test
NC_048860,Microbacterium_foliorum,test
NC_048861,Proteus_mirabilis,test
NC_048862,Salmonella_enterica,test
NC_048863,Salmonella_enterica,test
NC_048864,Salmonella_enterica,test
NC_048865,Salmonella_enterica,test
NC_048866,Salmonella_enterica,test
NC_048867,Salmonella_enterica,test
NC_048868,Salmonella_enterica,test
NC_048869,Salmonella_enterica,test
NC_048870,Salmonella_enterica,test
NC_048871,Salmonella_enterica,test
NC_048872,Salmonella_enterica,test
NC_048873,Klebsiella_pneumoniae,test
NC_048875,Pantoea_agglomerans,test
NC_048876,Gordonia_rubripertincta,test
NC_048877,Microbacterium_foliorum,test
NC_048878,Alteromonas_confluentis,test
NC_049340,Tenacibaculum_maritimum,test
NC_049341,Escherichia_coli,test
NC_049342,Escherichia_coli,test
NC_049343,Escherichia_coli,test
NC_049344,Escherichia_coli,test
NC_049345,Roseovarius_nubinhibens,test
NC_049348,Lactococcus_lactis,test
NC_049349,Lactococcus_lactis,test
NC_049354,Lactococcus_lactis,test
NC_049355,Lactococcus_lactis,test
NC_049356,Lactococcus_lactis,test
NC_049357,Lactococcus_lactis,test
NC_049358,Lactococcus_lactis,test
NC_049359,Lactococcus_lactis,test
NC_049360,Lactococcus_lactis,test
NC_049361,Lactococcus_lactis,test
NC_049362,Lactococcus_lactis,test
NC_049363,Lactococcus_lactis,test
NC_049364,Lactococcus_lactis,test
NC_049365,Lactococcus_lactis,test
NC_049366,Lactococcus_lactis,test
NC_049367,Lactococcus_lactis,test
NC_049368,Lactococcus_lactis,test
NC_049369,Lactococcus_lactis,test
NC_049370,Lactococcus_lactis,test
NC_049371,Dinoroseobacter_shibae,test
NC_049372,Roseobacter_denitrificans,test
NC_049373,Lactococcus_lactis,test
NC_049374,Lactococcus_lactis,test
NC_049375,Lactococcus_lactis,test
NC_049376,Lactococcus_lactis,test
NC_049377,Lactococcus_lactis,test
NC_049379,Vibrio_splendidus,test
NC_049381,Lactococcus_lactis,test
NC_049382,Salmonella_enterica,test
NC_049384,Enterobacter_asburiae,test
NC_049385,Escherichia_coli,test
NC_049386,Escherichia_coli,test
NC_049387,Escherichia_coli,test
NC_049388,Escherichia_coli,test
NC_049389,Escherichia_coli,test
NC_049390,Escherichia_coli,test
NC_049391,Escherichia_coli,test
NC_049392,Escherichia_coli,test
NC_049393,Escherichia_coli,test
NC_049394,Escherichia_coli,test
NC_049395,Escherichia_coli,test
NC_049396,Salmonella_enterica,test
NC_049397,Lactococcus_lactis,test
NC_049398,Lactococcus_lactis,test
NC_049399,Lactococcus_lactis,test
NC_049400,Lactococcus_lactis,test
NC_049401,Lactococcus_lactis,test
NC_049402,Lactococcus_lactis,test
NC_049403,Lactococcus_lactis,test
NC_049404,Lactococcus_lactis,test
NC_049405,Lactococcus_lactis,test
NC_049406,Lactococcus_lactis,test
NC_049407,Lactococcus_lactis,test
NC_049408,Lactococcus_lactis,test
NC_049409,Lactococcus_lactis,test
NC_049410,Lactococcus_lactis,test
NC_049411,Lactococcus_lactis,test
NC_049412,Lactococcus_lactis,test
NC_049413,Lactococcus_lactis,test
NC_049414,Lactococcus_lactis,test
NC_049415,Lactococcus_lactis,test
NC_049416,Lactococcus_lactis,test
NC_049417,Lactococcus_lactis,test
NC_049418,Lactococcus_lactis,test
NC_049419,Lactococcus_lactis,test
NC_049420,Lactococcus_lactis,test
NC_049421,Lactococcus_lactis,test
NC_049422,Lactococcus_lactis,test
NC_049423,Lactococcus_lactis,test
NC_049424,Lactococcus_lactis,test
NC_049425,Lactococcus_lactis,test
NC_049426,Lactococcus_lactis,test
NC_049427,Escherichia_coli,test
NC_049428,Salmonella_enterica,test
NC_049429,Enterobacter_cloacae,test
NC_049430,Vibrio_splendidus,test
NC_049432,Ralstonia_solanacearum,test
NC_049434,Lactococcus_lactis,test
NC_049436,Ruegeria_pomeroyi,test
NC_049437,Salmonella_enterica,test
NC_049438,Acinetobacter_pittii,test
NC_049439,Salmonella_enterica,test
NC_049440,Salmonella_enterica,test
NC_049441,Acinetobacter_baumannii,test
NC_049443,Salmonella_enterica,test
NC_049444,Klebsiella_pneumoniae,test
NC_049445,Acinetobacter_baumannii,test
NC_049446,Lactococcus_lactis,test
NC_049447,Lactococcus_lactis,test
NC_049448,Klebsiella_pneumoniae,test
NC_049449,Klebsiella_pneumoniae,test
NC_049450,Klebsiella_pneumoniae,test
NC_049451,Klebsiella_pneumoniae,test
NC_049452,Klebsiella_pneumoniae,test
NC_049453,Klebsiella_pneumoniae,test
NC_049454,Klebsiella_pneumoniae,test
NC_049455,Shigella_boydii,test
NC_049456,Pseudomonas_putida,test
NC_049457,Escherichia_coli,test
NC_049462,Klebsiella_pneumoniae,test
NC_049463,Stenotrophomonas_maltophilia,test
NC_049464,Serratia_marcescens,test
NC_049465,Arthrobacter_globiformis,test
NC_049466,Escherichia_coli,test
NC_049467,Klebsiella_pneumoniae,test
NC_049469,Sinorhizobium_meliloti,test
NC_049470,Arthrobacter_globiformis,test
NC_049472,Klebsiella_pneumoniae,test
NC_049473,Arthrobacter_globiformis,test
NC_049474,Lactococcus_lactis,test
NC_049475,Lactococcus_lactis,test
NC_049476,Lactococcus_lactis,test
NC_049477,Vibrio_alginolyticus,test
NC_049479,Acinetobacter_baumannii,test
NC_049480,Lactococcus_lactis,test
NC_049481,Lactococcus_lactis,test
NC_049482,Lactococcus_lactis,test
NC_049483,Lactococcus_lactis,test
NC_049484,Lactococcus_lactis,test
NC_049485,Lactococcus_lactis,test
NC_049486,Lactococcus_lactis,test
NC_049487,Lactococcus_lactis,test
NC_049488,Lactococcus_lactis,test
NC_049490,Acinetobacter_baumannii,test
NC_049491,Acinetobacter_baumannii,test
NC_049492,Acinetobacter_baumannii,test
NC_049493,Acinetobacter_baumannii,test
NC_049494,Acinetobacter_baumannii,test
NC_049495,Salmonella_enterica,test
NC_049496,Salmonella_enterica,test
NC_049497,Salmonella_enterica,test
NC_049498,Arthrobacter_globiformis,test
NC_049499,Salmonella_enterica,test
NC_049500,Salmonella_enterica,test
NC_049501,Salmonella_enterica,test
NC_049502,Salmonella_enterica,test
NC_049503,Salmonella_enterica,test
NC_049504,Salmonella_enterica,test
NC_049505,Salmonella_enterica,test
NC_049506,Salmonella_enterica,test
NC_049507,Salmonella_enterica,test
NC_049508,Salmonella_enterica,test
NC_049510,Erwinia_amylovora,test
NC_049511,Acinetobacter_baumannii,test
NC_049805,Lactococcus_cremoris,test
NC_049806,Lactococcus_lactis,test
NC_049807,Lactococcus_lactis,test
NC_049808,Lactococcus_lactis,test
NC_049809,Lactococcus_lactis,test
NC_049810,Lactococcus_lactis,test
NC_049812,Lactococcus_lactis,test
NC_049813,Escherichia_coli,test
NC_049814,Escherichia_coli,test
NC_049815,Escherichia_coli,test
NC_049816,Escherichia_coli,test
NC_049817,Escherichia_coli,test
NC_049818,Escherichia_coli,test
NC_049819,Escherichia_coli,test
NC_049820,Shigella_dysenteriae,test
NC_049821,Salmonella_enterica,test
NC_049822,Escherichia_coli,test
NC_049823,Escherichia_coli,test
NC_049824,Escherichia_coli,test
NC_049825,Escherichia_coli,test
NC_049826,Escherichia_coli,test
NC_049827,Escherichia_coli,test
NC_049828,Escherichia_coli,test
NC_049829,Escherichia_coli,test
NC_049830,Escherichia_coli,test
NC_049831,Shigella_flexneri,test
NC_049832,Escherichia_coli,test
NC_049833,Klebsiella_pneumoniae,test
NC_049834,Klebsiella_pneumoniae,test
NC_049835,Klebsiella_pneumoniae,test
NC_049836,Klebsiella_pneumoniae,test
NC_049837,Klebsiella_pneumoniae,test
NC_049838,Klebsiella_pneumoniae,test
NC_049839,Klebsiella_pneumoniae,test
NC_049840,Klebsiella_pneumoniae,test
NC_049841,Klebsiella_pneumoniae,test
NC_049842,Klebsiella_pneumoniae,test
NC_049843,Klebsiella_pneumoniae,test
NC_049845,Klebsiella_pneumoniae,test
NC_049846,Klebsiella_pneumoniae,test
NC_049847,Klebsiella_pneumoniae,test
NC_049849,Achromobacter_animicus,test
NC_049850,Burkholderia_cenocepacia,test
NC_049851,Burkholderia_cenocepacia,test
NC_049852,Escherichia_coli,test
NC_049853,Escherichia_coli,test
NC_049854,Lactococcus_lactis,test
NC_049855,Lactococcus_lactis,test
NC_049856,Lactococcus_lactis,test
NC_049857,Lactococcus_lactis,test
NC_049900,Listeria_monocytogenes,test
NC_049917,Escherichia_coli,test
NC_049919,Escherichia_coli,test
NC_049923,Escherichia_coli,test
NC_049924,Escherichia_coli,test
NC_049926,Escherichia_coli,test
NC_049927,Microbacterium_foliorum,test
NC_049928,Microbacterium_foliorum,test
NC_049929,Microbacterium_foliorum,test
NC_049930,Enterococcus_faecium,test
NC_049931,Enterococcus_faecium,test
NC_049932,Enterococcus_faecalis,test
NC_049933,Enterococcus_faecalis,test
NC_049934,Enterococcus_faecalis,test
NC_049935,Enterococcus_faecalis,test
NC_049936,Enterococcus_faecalis,test
NC_049937,Enterococcus_faecalis,test
NC_049938,Enterococcus_faecalis,test
NC_049939,Enterococcus_faecalis,test
NC_049940,Enterococcus_faecalis,test
NC_049941,Escherichia_coli,test
NC_049942,Escherichia_coli,test
NC_049944,Escherichia_coli,test
NC_049946,Escherichia_coli,test
NC_049947,Escherichia_coli,test
NC_049948,Escherichia_coli,test
NC_049949,Escherichia_coli,test
NC_049950,Escherichia_coli,test
NC_049951,Escherichia_coli,test
NC_049952,Escherichia_coli,test
NC_049953,Escherichia_coli,test
NC_049954,Escherichia_coli,test
NC_049955,Escherichia_coli,test
NC_049960,Bacillus_thuringiensis,test
NC_049961,Bacillus_thuringiensis,test
NC_049962,Bacillus_thuringiensis,test
NC_049963,Bacillus_thuringiensis,test
NC_049965,Bacillus_velezensis,test
NC_049967,Bacillus_cereus,test
NC_049968,Bacillus_cereus,test
NC_049969,Bacillus_cereus,test
NC_049970,Bacillus_thuringiensis,test
NC_049971,Bacillus_pumilus,test
NC_049972,Bacillus_pumilus,test
NC_049973,Bacillus_safensis,test
NC_049975,Bacillus_subtilis,test
NC_049977,Bacteroides_intestinalis,test
NC_050143,Pseudomonas_aeruginosa,test
NC_050145,Pseudomonas_aeruginosa,test
NC_050148,Pseudomonas_aeruginosa,test
NC_050151,Pseudomonas_aeruginosa,test
NC_050154,Escherichia_coli,test
NC_051580,Mycolicibacterium_smegmatis,test
NC_051581,Mycolicibacterium_smegmatis,test
NC_051582,Mycolicibacterium_smegmatis,test
NC_051583,Mycolicibacterium_smegmatis,test
NC_051584,Mycolicibacterium_smegmatis,test
NC_051585,Mycolicibacterium_smegmatis,test
NC_051586,Mycolicibacterium_smegmatis,test
NC_051587,Mycolicibacterium_smegmatis,test
NC_051588,Mycolicibacterium_smegmatis,test
NC_051589,Mycolicibacterium_smegmatis,test
NC_051590,Mycolicibacterium_smegmatis,test
NC_051591,Mycolicibacterium_smegmatis,test
NC_051592,Mycolicibacterium_smegmatis,test
NC_051594,Mycolicibacterium_smegmatis,test
NC_051595,Mycolicibacterium_smegmatis,test
NC_051596,Mycolicibacterium_smegmatis,test
NC_051597,Mycolicibacterium_smegmatis,test
NC_051599,Mycolicibacterium_smegmatis,test
NC_051600,Mycolicibacterium_smegmatis,test
NC_051601,Mycolicibacterium_smegmatis,test
NC_051602,Mycolicibacterium_smegmatis,test
NC_051603,Mycolicibacterium_smegmatis,test
NC_051604,Mycolicibacterium_smegmatis,test
NC_051605,Mycolicibacterium_smegmatis,test
NC_051606,Mycolicibacterium_smegmatis,test
NC_051607,Mycolicibacterium_smegmatis,test
NC_051608,Mycolicibacterium_smegmatis,test
NC_051610,Mycolicibacterium_smegmatis,test
NC_051612,Mycolicibacterium_smegmatis,test
NC_051614,Mycolicibacterium_smegmatis,test
NC_051615,Mycolicibacterium_smegmatis,test
NC_051616,Mycolicibacterium_smegmatis,test
NC_051617,Mycolicibacterium_smegmatis,test
NC_051618,Mycolicibacterium_smegmatis,test
NC_051619,Mycolicibacterium_smegmatis,test
NC_051620,Mycolicibacterium_smegmatis,test
NC_051621,Mycolicibacterium_smegmatis,test
NC_051622,Mycolicibacterium_smegmatis,test
NC_051623,Mycolicibacterium_smegmatis,test
NC_051624,Mycolicibacterium_smegmatis,test
NC_051625,Mycolicibacterium_smegmatis,test
NC_051626,Mycolicibacterium_smegmatis,test
NC_051627,Mycolicibacterium_smegmatis,test
NC_051628,Mycolicibacterium_smegmatis,test
NC_051629,Mycolicibacterium_smegmatis,test
NC_051630,Mycolicibacterium_smegmatis,test
NC_051631,Mycolicibacterium_smegmatis,test
NC_051634,Mycolicibacterium_smegmatis,test
NC_051635,Mycolicibacterium_smegmatis,test
NC_051636,Mycolicibacterium_smegmatis,test
NC_051637,Mycolicibacterium_smegmatis,test
NC_051638,Mycolicibacterium_smegmatis,test
NC_051639,Mycolicibacterium_smegmatis,test
NC_051641,Mycolicibacterium_smegmatis,test
NC_051642,Mycolicibacterium_smegmatis,test
NC_051647,Mycolicibacterium_smegmatis,test
NC_051648,Mycolicibacterium_smegmatis,test
NC_051649,Mycolicibacterium_smegmatis,test
NC_051650,Mycolicibacterium_smegmatis,test
NC_051651,Mycolicibacterium_smegmatis,test
NC_051652,Mycolicibacterium_smegmatis,test
NC_051653,Mycolicibacterium_smegmatis,test
NC_051654,Mycolicibacterium_smegmatis,test
NC_051656,Mycolicibacterium_smegmatis,test
NC_051657,Mycolicibacterium_smegmatis,test
NC_051658,Mycolicibacterium_smegmatis,test
NC_051661,Mycolicibacterium_smegmatis,test
NC_051662,Mycolicibacterium_smegmatis,test
NC_051663,Mycolicibacterium_smegmatis,test
NC_051665,Mycolicibacterium_smegmatis,test
NC_051668,Mycolicibacterium_smegmatis,test
NC_051672,Mycolicibacterium_smegmatis,test
NC_051675,Mycolicibacterium_smegmatis,test
NC_051676,Mycolicibacterium_smegmatis,test
NC_051678,Mycolicibacterium_smegmatis,test
NC_051679,Mycolicibacterium_smegmatis,test
NC_051680,Mycolicibacterium_smegmatis,test
NC_051681,Mycolicibacterium_smegmatis,test
NC_051682,Mycolicibacterium_smegmatis,test
NC_051683,Mycolicibacterium_smegmatis,test
NC_051684,Mycolicibacterium_smegmatis,test
NC_051685,Mycolicibacterium_smegmatis,test
NC_051687,Mycolicibacterium_smegmatis,test
NC_051690,Mycolicibacterium_smegmatis,test
NC_051691,Mycolicibacterium_smegmatis,test
NC_051693,Mycolicibacterium_smegmatis,test
NC_051695,Mycolicibacterium_smegmatis,test
NC_051696,Mycolicibacterium_smegmatis,test
NC_051699,Mycolicibacterium_smegmatis,test
NC_051700,Mycolicibacterium_smegmatis,test
NC_051702,Mycolicibacterium_smegmatis,test
NC_051704,Mycolicibacterium_smegmatis,test
NC_051705,Mycolicibacterium_smegmatis,test
NC_051706,Mycolicibacterium_smegmatis,test
NC_051711,Mycolicibacterium_smegmatis,test
NC_051713,Mycolicibacterium_smegmatis,test
NC_051714,Mycolicibacterium_smegmatis,test
NC_051716,Mycolicibacterium_smegmatis,test
NC_051717,Mycolicibacterium_smegmatis,test
NC_051718,Mycolicibacterium_smegmatis,test
NC_051719,Mycolicibacterium_smegmatis,test
NC_051720,Mycolicibacterium_smegmatis,test
NC_051721,Mycolicibacterium_smegmatis,test
NC_051722,Mycolicibacterium_smegmatis,test
NC_051723,Mycolicibacterium_smegmatis,test
NC_051725,Mycolicibacterium_smegmatis,test
NC_051726,Mycolicibacterium_smegmatis,test
NC_051727,Mycolicibacterium_smegmatis,test
NC_051728,Mycolicibacterium_smegmatis,test
NC_051729,Mycolicibacterium_smegmatis,test
NC_051730,Mycolicibacterium_smegmatis,test
NC_051731,Mycolicibacterium_smegmatis,test
NC_051732,Mycolicibacterium_smegmatis,test
NC_051733,Mycolicibacterium_smegmatis,test
NC_051734,Mycolicibacterium_smegmatis,test
NC_051735,Mycolicibacterium_smegmatis,test
NC_051736,Mycolicibacterium_smegmatis,test
NC_051738,Mycolicibacterium_smegmatis,test
NC_051739,Mycolicibacterium_smegmatis,test
NC_051740,Mycolicibacterium_smegmatis,test
NC_052650,Halobacterium_salinarum,test
NC_052654,Escherichia_coli,test
NC_052655,Escherichia_coli,test
NC_052656,Escherichia_coli,test
NC_052657,Escherichia_coli,test
NC_052658,Escherichia_coli,test
NC_052659,Escherichia_coli,test
NC_052660,Escherichia_coli,test
NC_052661,Escherichia_coli,test
NC_052662,Escherichia_coli,test
NC_052663,Escherichia_coli,test
NC_052932,Microbacterium_foliorum,test
NC_052933,Microbacterium_foliorum,test
NC_052934,Microbacterium_foliorum,test
NC_052935,Microbacterium_foliorum,test
NC_052936,Microbacterium_foliorum,test
NC_052937,Microbacterium_foliorum,test
NC_052938,Microbacterium_foliorum,test
NC_052939,Microbacterium_foliorum,test
NC_052940,Microbacterium_paraoxydans,test
NC_052941,Microbacterium_paraoxydans,test
NC_052965,Pseudomonas_aeruginosa,test
NC_052966,Xanthomonas_oryzae,test
NC_052969,Ruegeria_pomeroyi,test
NC_052975,Klebsiella_pneumoniae,test
NC_052978,Proteus_mirabilis,test
NC_052979,Providencia_stuartii,test
NC_052980,Proteus_mirabilis,test
NC_052981,Proteus_mirabilis,test
NC_052984,Aeromonas_hydrophila,test
NC_052985,Aeromonas_hydrophila,test
NC_052987,Klebsiella_pneumoniae,test
NC_052988,Klebsiella_pneumoniae,test
NC_052989,Cronobacter_sakazakii,test
NC_052991,Klebsiella_pneumoniae,test
NC_052999,Salmonella_enterica,test
NC_053000,Salmonella_enterica,test
NC_053009,Providencia_rettgeri,test
NC_053010,Providencia_rettgeri,test
NC_053011,Erwinia_pyrifoliae,test
NC_053013,Pseudomonas_aeruginosa,test
NC_053014,Pectobacterium_carotovorum,test
NC_053015,Pectobacterium_carotovorum,test
NC_053172,Gordonia_terrae,test
NC_053173,Gordonia_terrae,test
NC_053174,Gordonia_terrae,test
NC_053209,Mycolicibacterium_smegmatis,test
NC_053210,Gordonia_terrae,test
NC_053211,Gordonia_terrae,test
NC_053234,Gordonia_terrae,test
NC_053235,Gordonia_terrae,test
NC_053236,Gordonia_terrae,test
NC_053237,Gordonia_terrae,test
NC_053238,Gordonia_terrae,test
NC_053239,Gordonia_terrae,test
NC_053240,Gordonia_terrae,test
NC_053241,Gordonia_terrae,test
NC_053242,Gordonia_terrae,test
NC_053243,Gordonia_terrae,test
NC_053244,Gordonia_terrae,test
NC_053245,Gordonia_terrae,test
NC_053246,Gordonia_terrae,test
NC_053247,Gordonia_terrae,test
NC_053248,Gordonia_terrae,test
NC_053249,Gordonia_terrae,test
NC_053503,Mycolicibacterium_smegmatis,test
NC_053504,Mycolicibacterium_smegmatis,test
NC_053505,Mycolicibacterium_smegmatis,test
NC_053506,Mycolicibacterium_smegmatis,test
NC_053507,Mycolicibacterium_smegmatis,test
NC_053509,Mycolicibacterium_smegmatis,test
NC_053510,Mycolicibacterium_smegmatis,test
NC_053511,Mycolicibacterium_smegmatis,test
NC_053512,Mycolicibacterium_smegmatis,test
NC_053513,Mycolicibacterium_smegmatis,test
NC_053514,Mycolicibacterium_smegmatis,test
NC_053515,Mycolicibacterium_smegmatis,test
NC_053516,Mycolicibacterium_smegmatis,test
NC_054146,Ralstonia_solanacearum,test
NC_054148,Burkholderia_cenocepacia,test
NC_054149,Pseudomonas_aeruginosa,test
NC_054392,Gordonia_terrae,test
NC_054393,Mycolicibacterium_smegmatis,test
NC_054431,Microbacterium_foliorum,test
NC_054432,Mycobacteroides_abscessus,test
NC_054434,Gordonia_terrae,test
NC_054435,Gordonia_terrae,test
NC_054436,Gordonia_terrae,test
NC_054437,Gordonia_terrae,test
NC_054438,Gordonia_terrae,test
